fix_x,fix_y,mov_x,mov_y
242.9010811923795,105.21369078129521,239.74810600003946,105.36683484031556
289.78010880557815,122.42244775322888,289.8238659984583,121.01550983982145
269.01091935669274,111.74115032237353,267.9157209991501,109.74846384017721
258.3296219258373,128.3565018814819,259.778409999407,123.51929783974239
273.75816265929507,124.79606940453016,274.8011379989327,122.89335083976218
276.13178431059623,213.21347591549983,276.6789789988734,217.4113478367778
280.2856222003734,184.1366106870601,283.5643959986559,189.24373283766718
294.5273521081806,204.3123947231203,294.2054949983199,212.4037718369359
290.37351421840344,203.1255838974697,291.07575999841885,211.15187783697542
289.78010880557815,193.63109729226488,292.3276539983793,198.63293783737072
288.59329797992757,210.8398542641986,287.32007799853733,219.2891888367185
93.95632257322913,253.5650439876202,95.78029600458524,265.60926683525594
153.29686385575914,269.5869901339033,150.86363200284597,290.0211998344851
126.00021486579536,277.8946659134575,127.70359300357728,291.2730938344456
217.9780538537169,137.85098848668667,214.71022600083006,139.1679728392483
216.79124302806625,165.14763747665052,210.9545440009486,166.08369383839843
226.87913504609637,175.23552949468063,227.85511300041497,180.48047483794386
153.29686385575914,222.1145571078793,157.12310200264835,238.06759883612557
