fix_x,fix_y,mov_x,mov_y
118.50859009365672,238.66503601061572,116.55214280231621,231.2865997127827
137.95643228275998,242.98677871930533,147.98968460816945,234.21102220635044
96.17958609876041,242.98677871930533,106.31666407482913,232.01770533617463
84.65493887558813,281.8824630975118,91.69455160699044,272.22851462273104
158.12456492331142,307.8129193496494,167.7295364397517,305.12826767536814
115.62742828786367,308.5332098010977,125.32541028301944,305.8593732987601
97.62016700165697,296.2882721264771,107.77887532161299,291.2372608309214
138.67672273420823,311.41437160689077,146.52747336138555,309.51490141571975
281.2942321209652,257.39258774827067,302.2529711438678,257.60640215489235
149.4810795059322,121.97798287599642,166.99843081635976,120.15854495720856
178.29269756386293,106.85188339558283,202.8226063625646,103.34311561919407
179.01298801531118,129.9011778419274,202.8226063625646,125.27628432095213
163.8868885348976,152.2301818368237,187.46938827133397,148.67166426949404
201.3419920102075,118.37653061875506,229.87351442806624,114.3096999700731
241.67825729131044,111.8939165557207,271.5465349614065,107.72974935954568
202.06228246165574,132.7823396477204,232.79793692163395,123.08296745077632
215.02751058772458,108.29246429847933,244.49562689590488,105.53643248936987
224.391286456552,120.53740197309992,254.731105623392,117.23412246364083
230.87390051958647,114.05478791006544,258.38663374035167,111.38527747650537
300.02178385862015,75.15910353185905,342.46378043042426,66.05672882620536
307.22468837310277,81.64171759489341,360.74142101522267,74.82999630690858
345.400082299861,61.47358495434196,403.1455471719549,66.05672882620536
310.1058501788959,53.550389988410984,355.6236816514791,52.89682760515052
259.68551857751714,92.4460743666175,290.55528116959687,85.79658065778762
98.34045745310522,185.363542603444,110.70329781518075,177.1847835817795
197.02024930151788,234.34329330192617,217.4447188304033,226.16886034903916
175.41153575806987,180.32150944330613,195.51155012864524,177.1847835817795
186.21589252979385,211.29399885558155,206.47813447952427,204.2356916472811
