fix_x,fix_y,mov_x,mov_y
400.19928476577775,89.3107419893771,444.7399945585959,99.55781576933487
110.7446739519562,246.2629696513676,102.81279481036364,238.44215297391483
105.22374132062987,235.22110438871493,99.79357008852497,221.836417003802
126.51876718431697,235.22110438871493,117.90891841955721,227.1200602670197
125.73006252269897,247.0516743129856,116.39930605863782,236.1777344325358
88.66094342665099,279.3885654393253,84.69744647933152,267.8795940118421
165.95400026521918,308.5706379191929,169.9905448712746,301.8458721325274
123.36394853784486,311.72545656566507,122.43775550231516,307.1295153957451
146.23638372476807,312.5141612272831,145.08194091610545,309.39393393712413
104.43503665901187,299.1061819797764,100.54837626898467,292.03339178655165
274.0065389068909,257.30483491402015,291.5143399252822,249.76424568080995
227.4729638714265,286.4869073938877,235.6586825712663,281.46610526011625
205.38923334612127,116.91540514600854,226.60100840575018,110.87990847622996
246.40187575025948,112.97188183791832,268.8701545114919,103.33184667163323
210.1214613158295,129.5346797318973,231.88465166896793,119.18277646128638
157.27824898742062,118.49281446924465,170.7453510517343,115.40874555898802
179.36197951272584,104.29613056011988,199.42798590920194,98.80300958887517
179.36197951272584,127.9572704086612,200.18279208966163,121.44719500266538
167.53140958845518,151.6184102572024,184.33186230000848,148.62021749921365
176.99586552787173,170.54732213603552,189.61550556322612,160.69711638656844
182.51679815919806,203.67291792399328,195.65395500690357,191.64416978541504
196.71348206832283,232.06628574224283,213.01449715747611,221.08161082334232
303.18861138675857,84.57851401966889,339.0671292942416,73.89440563370596
344.20125379089677,69.593125448926,394.9227866482575,69.3655685509479
322.90622792720956,75.11405808025233,368.50457033216884,62.572312926810866
318.17399995750134,56.97385086303734,351.898834362056,58.04347584405281
361.55275634649365,105.08483522173799,405.4900731746929,99.55781576933487
412.8185593516664,118.49281446924465,462.85534288962805,132.7692877095605
425.4378339375552,160.29416153500097,470.4034046942249,172.7740152739232
396.2557614576875,186.3214153683963,432.66309567124114,184.85091416127798
101.28021801253965,172.12473145927152,102.81279481036364,169.7547905520845
