fix_x,fix_y,mov_x,mov_y
220.68152382522288,33.552583862193956,219.34678899769983,39.139142362623716
222.23572664869135,92.6122911539955,219.7329848508042,90.88938667859782
146.07978829873667,104.65736303587613,139.40424740511287,104.79243739035212
181.8264532385113,92.22374044812841,178.7962244217499,91.66177838480644
184.5463081795811,113.59402927081976,178.0238327155414,112.51635445243778
152.29659959261056,130.69026032897287,152.1487105575543,127.1917968704006
194.26007582625903,211.89735785520006,196.94742951765136,208.6791218754047
163.5645700627569,150.11779562232866,157.94164835411857,147.27398123182343
148.02254182807224,168.3796787980831,145.5833810547815,165.4251863277248
221.84717594282426,230.1592410309545,219.7329848508042,233.7818523271832
223.78992947215983,280.67083279367955,220.5053765570127,276.6495920217588
