fix_x,fix_y,mov_x,mov_y
172.9422306449834,114.64457618537398,160.1070371563656,98.02303634715236
181.09002120437867,150.08746511874344,171.60460577088799,134.3701887414489
193.71909657144136,125.64409344055758,184.5857316259938,106.1826011703618
219.3846368335365,115.45935524131352,209.06442609562208,100.24837220802766
177.4235154526508,200.60376658699414,171.23371646074207,172.5717876864749
178.6456840365601,235.23187646442406,175.68438818249268,204.46826835902084
146.46191132694878,245.0092251356984,150.83480440271848,212.62783318223026
76.79830204411924,175.75300538083854,76.28605306339597,151.80198631830544
113.05597003342818,124.42192485664833,110.40786959681725,108.03704772109123
95.53822033072835,139.49533739152957,92.23429339966896,123.24350943707242
141.1658474633419,111.79284948958565,135.9992319968831,99.13570427759004
216.12552060977833,34.7962287033003,209.8062047159139,39.42252534410284
