fix_x,fix_y,mov_x,mov_y
250.11780150499493,207.0846360575294,229.593829108335,204.90344514959196
247.9347196103521,89.63483012574608,229.98237981420215,89.8924362129257
240.9488575474951,36.36763189646143,229.98237981420215,42.87780080300473
248.37133598928068,79.15603703146058,229.98237981420215,82.1214220955834
247.49810323142356,56.01536894824676,229.593829108335,61.528234684626284
205.14631447535294,115.39519648253128,177.9165852280086,107.37721797694593
149.25941797249698,122.38105854538827,123.51948640661243,122.91924621163056
165.85084037178234,128.49368785038814,142.55847099410113,122.91924621163056
182.4422627710677,255.9856704975284,167.42571616959646,259.3005439709882
246.62487047356643,136.35278267110226,229.20527840246785,131.4673617407071
