fix_x,fix_y,mov_x,mov_y
248.41048387096774,45.16552016129032,229.66319022607672,44.37803040114909
251.74596774193552,81.0219717741935,230.0446763736553,69.55611614133824
248.82741935483872,133.97277822580645,229.66319022607672,115.33445385077295
248.41048387096774,152.734875,229.28170407849802,133.26430278696822
250.4951612903226,300.3300362903226,229.66319022607672,271.74377435800824
164.18951612903228,272.39535887096775,151.07704382488043,253.0509531266557
170.86048387096773,264.0566491935484,160.61419751434596,251.90649468391985
170.0266129032258,271.56148790322584,157.18082218613836,253.813925421813
130.83467741935485,154.81955241935484,108.73208144365327,140.51253959096204
189.62258064516132,121.88164919354836,163.28460054739628,106.56027245646459
155.43387096774194,153.15181048387095,130.09530570805612,138.6051088530689
