fix_x,fix_y,mov_x,mov_y
129.29371168681317,107.52500853634126,131.0938456993432,99.1507753352721
117.41112464556792,121.45631748124947,119.2607105661175,110.98391046849787
119.45984654923089,148.90919099033331,125.17727813273041,133.8613050594011
132.16192235194134,128.01222757297097,133.8549105637626,118.87266722398175
210.01335469113434,119.81733995831911,211.16472676750448,110.19503479294951
197.7210232691565,132.5194157610295,196.96496460763353,124.00035911504625
182.56048118205052,114.49066300879537,183.5540781233109,110.19503479294951
224.76415239750776,257.9011962652035,223.39229973850445,241.14839693398167
223.94466363604255,299.6951230999282,222.60342406295604,281.77549422472356
142.4055318702562,149.31893537106592,141.74366731924647,141.35562397711078
121.50856845289388,180.45950830674312,120.0495862416659,165.81076991911075
150.60041948490812,212.4195700038855,161.46555920795618,214.32662396533652
221.07645297091443,34.18076438520677,222.60342406295604,39.985099669143096
225.58364115897297,84.16957883458338,223.39229973850445,84.55657533762695
