fix_x,fix_y,mov_x,mov_y
141.6619223519413,114.08091862806276,130.02705351188837,104.58629357949388
168.70505148029252,93.18395521070045,156.13883837253996,89.38689642180117
168.70505148029252,117.76861805465614,158.86693529827966,111.991128092216
147.8080880629302,134.15839328395992,139.7702568181017,123.68297205967193
239.18108496629884,32.951531243009015,221.61316459029325,37.94278296499505
241.63955125069435,87.0377894997115,221.22343645804466,86.65879949606148
166.65632957662956,147.27021346740293,149.9031882565635,140.83100987860732
141.2521779712087,174.7230869764868,131.19623790863403,164.99415407801624
187.14354861325927,221.4339463800026,186.14790455567692,216.04853940257382
242.04929563142696,248.06733112762123,221.61316459029325,236.70413041174598
242.86878439289217,295.18793491186966,221.61316459029325,282.30232188482415
