fix_x,fix_y,mov_x,mov_y
201.8853184178256,34.32897570384853,207.46746340684206,39.052390640895226
202.70443826034318,106.00196192413893,207.05129768040172,91.90543789882548
164.61536558327458,105.18284208162132,160.44073631907736,98.98025524831223
171.16832432341545,133.44247664847867,170.01254802720644,131.02501618422272
180.1786425911091,114.60272027057377,182.49751982041835,108.55206695644134
161.3388862132042,210.8493017663923,170.84487948008723,206.76717839637473
174.44480369348588,203.47722318373386,185.82684563194152,200.1085267733284
167.89184495334501,178.90362790820572,169.18021657432564,173.89008600758348
75.74086267011452,147.77707389253675,72.62976804015386,156.41112549708686
115.46817503221834,106.82108176665653,102.177534617422,111.46522704152412
90.8945797566902,122.7939186957498,87.61173419200816,129.36035327846113
142.08956991404045,101.4968027902921,130.89296974180922,99.39642097475263
204.3426779453784,72.82760830217592,207.8836291332825,65.27083140664018
