fix_x,fix_y,mov_x,mov_y
219.11110363787702,37.50800623588009,223.8352169886897,40.67847564439626
220.3635643003072,87.6064327330858,223.39262804152293,82.7244256252394
115.99184243112852,113.07313286916539,119.82681440449869,111.05011824391272
125.17655395561623,101.80098690729409,132.6618938723351,97.32986088174283
130.18639660533682,120.17040995626954,133.9896607138354,118.13154139858102
121.83665885580253,136.86988545533814,125.13788177050003,130.08144297208383
212.43131343824962,107.22831644449138,215.4260269925211,105.7390508779115
190.72199528946044,110.98569843178183,183.55962279651362,111.05011824391272
177.36241489020557,121.00538373122296,181.78926700784655,121.22966402874846
204.0815756887153,114.32559353159553,204.80389226051864,114.59082982124687
196.14932482665773,122.67533128112981,197.72246910585022,123.88519771174907
219.94607741283045,231.2219220250756,223.39262804152293,241.17126871094314
219.11110363787702,271.30066322284017,223.39262804152293,283.6598076389531
151.47822786664926,262.53343858582923,156.11910807217384,284.54498553328665
146.05089832945197,134.78245101795454,141.51367281567047,141.14616665125308
121.41917196832581,160.24915115403414,118.94163651016515,165.04596979825868
169.84765091562474,209.93009076376316,161.87276438534195,214.61593188093693
144.79843766702186,188.220772614974,137.97296123833632,194.69942925843227
74.66064057093378,169.01637579104514,70.69944126898724,173.01257084726055
90.10765540757221,132.69501658057098,88.84558810282488,135.83509928525186
