fix_x,fix_y,mov_x,mov_y
145.97427219040088,110.48978742518926,140.47908121657326,103.51913041180586
181.06430931502604,100.84002721591736,173.41298352992624,91.81892827416732
188.95956766806665,115.75329299388306,178.17973254896424,110.88592435031904
157.81715971996186,131.10518423590653,152.17928335421186,125.61951222734535
217.47022283182457,36.3620839994187,220.21379208048052,38.518007424924974
219.2247246880558,103.03315453620644,218.91376962074287,91.38558745425479
220.10197561617144,228.91866272079906,219.34711044065546,224.85455998731683
219.2247246880558,303.04636614656965,219.78045126056793,282.92222985559704
218.786099223998,266.20182716571327,220.21379208048052,254.32173574136948
197.29345148516512,214.4440224068912,190.74661632642778,204.92088227134002
167.90554539329162,158.7385884715488,158.67939565289998,147.71989404288487
154.30815600749935,171.0201014651676,145.24583023561127,164.6201860194739
173.16905096198536,217.9530261193537,166.04618959141305,209.2542904704654
198.60932787733856,168.82697414487853,194.21334288572814,162.45348191991118
184.1346875634307,145.5798245498144,178.6130733688767,137.31971436498392
195.10032416487604,143.82532269358313,193.34666124590308,133.8529878056836
76.23282340520848,180.2312362103817,68.97784593100437,173.28700241772466
103.42760217679293,131.54380969996436,93.24493184610651,128.2195571468206
86.3212090785382,150.40470465445034,79.81136642881779,148.58657568270993
121.84987166722112,117.94642031417214,115.34531366164606,110.01924271049393
