997,255,255,255
8,191,218,227
567,176,240,255
688,176,255,184
695,112,255,112
315,112,255,113
184,38,143,69
68,38,143,69
667,38,143,69
526157192,38,143,69
526157196,38,143,69
526322264,38,143,69
500,31,157,90
107,31,157,90
219,31,157,90
299,31,157,90
644,31,157,90
947,31,157,90
985,31,157,90
320,31,157,90
943,31,157,90
648,31,157,90
844,31,157,90
882,31,157,90
993,31,157,90
656,31,157,90
962,31,157,90
767,31,157,90
1021,31,157,90
1085,31,157,90
453,24,128,100
12993,24,128,100
12994,24,128,100
12995,24,128,100
12996,24,128,100
12997,24,128,100
12998,24,128,100
322,24,128,100
793,24,128,100
346,24,128,100
865,24,128,100
921,24,128,100
686,24,128,100
719,24,128,100
353,24,128,100
558,24,128,100
838,24,128,100
654,24,128,100
702,24,128,100
889,24,128,100
929,24,128,100
329,24,128,100
981,24,128,100
201,24,128,100
1047,24,128,100
1070,24,128,100
1038,24,128,100
1062,24,128,100
480149202,24,128,100
480149206,24,128,100
480149210,24,128,100
480149214,24,128,100
480149218,24,128,100
480149222,24,128,100
480149226,24,128,100
337,24,128,100
1030,24,128,100
113,24,128,100
1094,24,128,100
1128,24,128,100
478,24,128,100
510,24,128,100
345,24,128,100
878,24,128,100
657,24,128,100
950,24,128,100
974,24,128,100
1102,24,128,100
2,24,128,100
369,24,128,100
450,24,128,100
854,24,128,100
577,24,128,100
625,24,128,100
945,24,128,100
1026,24,128,100
361,24,128,100
1006,24,128,100
670,24,128,100
1086,24,128,100
1111,24,128,100
9,24,128,100
461,24,128,100
182305689,24,128,100
182305693,24,128,100
182305697,24,128,100
182305701,24,128,100
182305705,24,128,100
182305709,24,128,100
182305713,24,128,100
378,24,128,100
873,24,128,100
806,24,128,100
1035,24,128,100
1090,24,128,100
862,24,128,100
893,24,128,100
1057,0,156,117
36,0,156,117
180,0,156,117
148,0,156,117
187,0,156,117
638,0,156,117
662,0,156,117
677,17,173,131
897,17,173,131
1106,17,173,131
1010,17,173,131
1058,17,173,131
857,17,173,131
849,17,173,131
247,1,147,153
1011,1,147,153
527,1,147,153
600,1,147,153
678,1,147,153
252,1,147,153
156,1,147,153
243,1,147,153
480149230,1,147,153
480149234,1,147,153
480149238,1,147,153
480149242,1,147,153
480149246,1,147,153
480149250,1,147,153
480149254,1,147,153
1002,1,147,153
735,1,147,153
251,1,147,153
816,1,147,153
847,1,147,153
954,1,147,153
1005,1,147,153
1027,1,147,153
696,1,147,153
643,1,147,153
759,1,147,153
791,1,147,153
249,1,147,153
456,1,147,153
1018,1,147,153
959,1,147,153
755,1,147,153
990,1,147,153
1023,1,147,153
520,1,147,153
598,1,147,153
669,8,133,140
801,8,133,140
561,8,133,140
913,8,133,140
937,8,133,140
457,8,133,140
497,8,133,140
402,8,133,140
1074,8,133,140
905,8,133,140
1114,8,133,140
233,8,133,140
601,8,133,140
649,8,133,140
394,8,133,140
281,8,133,140
1066,8,133,140
401,8,133,140
433,8,133,140
1046,8,133,140
441,8,133,140
409,8,133,140
421,8,133,140
973,8,133,140
573,8,133,140
613,8,133,140
74,8,133,140
121,8,133,140
385,8,133,140
593,8,133,140
821,8,133,140
721,8,133,140
778,8,133,140
33,8,133,140
305,8,133,140
425,8,133,140
750,8,133,140
269,8,133,140
869,8,133,140
902,8,133,140
377,8,133,140
393,8,133,140
533,8,133,140
805,8,133,140
41,8,133,140
501,8,133,140
565,8,133,140
257,8,133,140
469,8,133,140
312782574,8,133,140
312782578,8,133,140
312782582,8,133,140
312782586,8,133,140
312782590,8,133,140
312782594,8,133,140
312782598,8,133,140
312782628,8,133,140
312782632,8,133,140
312782636,8,133,140
312782640,8,133,140
312782644,8,133,140
312782648,8,133,140
312782652,8,133,140
31,64,166,102
572,64,166,102
1053,64,166,102
739,64,166,102
179,64,166,102
227,64,166,102
39,64,166,102
935,64,166,102
211,64,166,102
1015,64,166,102
919,64,166,102
927,64,166,102
48,64,166,102
588,64,166,102
296,64,166,102
772,64,166,102
810,64,166,102
819,64,166,102
972,47,168,80
171,47,168,80
195,47,168,80
304,47,168,80
363,47,168,80
84,47,168,80
132,47,168,80
44,89,179,99
707,89,179,99
747,89,179,99
556,89,179,99
827,89,179,99
1054,89,179,99
1081,89,179,99
714,36,138,94
264,36,138,94
492,36,138,94
352,36,138,94
476,36,138,94
516,36,138,94
723,36,138,94
448,36,138,94
412,36,138,94
630,36,138,94
440,36,138,94
488,36,138,94
731,36,138,94
484,36,138,94
524,36,138,94
582,36,138,94
620,36,138,94
910,36,138,94
527696977,36,138,94
738,36,138,94
746,36,138,94
969,36,138,94
288,36,138,94
1125,36,138,94
608,36,138,94
680,36,138,94
95,33,152,102
104,33,152,102
996,33,152,102
328,33,152,102
1101,33,152,102
783,33,152,102
831,33,152,102
111,33,152,102
120,33,152,102
163,33,152,102
344,33,152,102
314,33,152,102
355,33,152,102
119,33,152,102
704,33,152,102
694,33,152,102
800,33,152,102
675,33,152,102
699,33,152,102
254,26,166,152
894,26,166,152
671,26,166,152
965,26,166,152
774,26,166,152
906,26,166,152
279,26,166,152
480149258,26,166,152
480149262,26,166,152
480149266,26,166,152
480149270,26,166,152
480149274,26,166,152
480149278,26,166,152
480149282,26,166,152
480149286,26,166,152
480149290,26,166,152
480149294,26,166,152
480149298,26,166,152
480149302,26,166,152
480149306,26,166,152
480149310,26,166,152
480149314,26,166,152
480149318,26,166,152
480149322,26,166,152
480149326,26,166,152
480149330,26,166,152
480149334,26,166,152
480149338,26,166,152
879,26,166,152
442,26,166,152
434,26,166,152
545,26,166,152
610,26,166,152
274,26,166,152
330,26,166,152
886,26,166,152
542,26,166,152
606,26,166,152
430,26,166,152
687,26,166,152
590,26,166,152
622,26,166,152
22,0,159,172
532,0,159,172
241,0,159,172
635,0,159,172
683,0,159,172
308,0,159,172
340,0,159,172
312782546,0,159,172
312782550,0,159,172
312782554,0,159,172
312782558,0,159,172
312782562,0,159,172
312782566,0,159,172
312782570,0,159,172
417,0,159,172
312782604,0,159,172
312782608,0,159,172
312782612,0,159,172
312782616,0,159,172
312782620,0,159,172
312782624,0,159,172
541,21,176,179
97,21,176,179
1127,21,176,179
234,21,176,179
289,21,176,179
729,21,176,179
786,21,176,179
922,14,150,132
540,14,150,132
888,14,150,132
692,14,150,132
335,14,150,132
368,14,150,132
895,13,159,145
836,13,159,145
427,13,159,145
988,13,159,145
977,13,159,145
1045,13,159,145
698,154,210,189
507,154,210,189
212,130,199,174
220,130,199,174
228,154,210,189
236,130,199,174
244,154,210,189
151,157,240,210
188,157,240,210
196,149,228,200
204,157,240,210
159,84,191,148
167,84,191,148
175,84,191,148
183,84,191,148
191,84,191,148
199,84,191,148
160,84,191,148
168,84,191,148
589,98,208,159
597,98,208,159
297,98,208,159
1034,98,208,159
1042,98,208,159
1050,98,208,159
1059,98,208,159
605,98,208,159
306,98,208,159
1067,98,208,159
1075,98,208,159
1082,98,208,159
814,164,218,164
496,164,218,164
535,164,218,164
360,164,218,164
646,164,218,164
267,164,218,164
961,106,203,186
152,106,203,186
276,106,203,186
284,106,203,186
291,106,203,186
619,149,228,200
392,149,228,200
260,149,228,200
268,149,228,200
1139,149,228,200
631,97,231,183
639,97,231,183
192,97,231,183
200,97,231,183
208,97,231,183
647,97,231,183
655,97,231,183
584,97,231,183
376,97,231,183
216,97,231,183
224,97,231,183
232,97,231,183
663,97,231,183
592,97,231,183
383,97,231,183
240,97,231,183
248,97,231,183
256,97,231,183
788,89,218,171
400,89,218,171
408,89,218,171
416,89,218,171
424,89,218,171
566,168,236,211
517,168,236,211
1140,168,236,211
1141,168,236,211
1142,168,236,211
1089,126,208,75
1080,126,208,75
375,126,208,75
382,126,208,75
391,126,208,75
399,126,208,75
407,102,168,61
415,126,208,75
423,126,208,75
431,126,208,75
438,126,208,75
446,102,168,61
